scientist,scientistLabel,sitelinks,country,countryLabel
http://www.wikidata.org/entity/Q937,Albert Einstein,287,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q34981,Isaac Asimov,150,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q79037,Spider-Man,106,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q185007,Rita Levi-Montalcini,89,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q188760,Hulk,84,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q163415,William Shockley,80,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q101740,Benoit Mandelbrot,76,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q102289,Buckminster Fuller,76,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q103835,Peter Debye,75,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q103835,Peter Debye,75,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q200136,Linda B. Buck,73,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q104104,Andre Geim,67,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q214475,Ayaan Hirsi Ali,67,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q214475,Ayaan Hirsi Ali,67,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q190770,Philip W. Anderson,66,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q106399,John Howard Northrop,65,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q107420,Sheldon Lee Glashow,65,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q104592,Bruce Beutler,55,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q110106,Julius Axelrod,54,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q107264,Robert Lucas,51,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q139890,Zack Snyder,51,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q106746,Richard Smalley,50,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q107422,Herbert A. Hauptman,50,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q298341,Raymond Kurzweil,50,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q157245,Michael Spence,48,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q311358,J. Michael Bishop,47,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q471472,Sal Khan,47,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q108886,Harrison Schmitt,44,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q463891,Virginia Apgar,44,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q26879,Melvil Dewey,41,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q44645,Benjamin Thompson,40,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q196287,Mihajlo Pupin,39,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q333987,Edwin Howard Armstrong,38,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q25539274,Martinus Wilhelm Beijerinck,37,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q334760,Shing-Tung Yau,37,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q315129,Oswald Avery,36,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q203243,Leonard Susskind,36,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q333265,Leon Theremin,36,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q315129,Oswald Avery,36,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1622359,Abraham Van Helsing,35,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q119329,Charles Wilkes,34,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q317953,Lawrence Summers,34,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q375671,Poison Ivy,34,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q268912,Mary Ellen Weber,33,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q380212,Grote Reber,33,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q548185,Moshe Arens,33,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q78608,Carl Djerassi,32,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q254298,Margaret Rhea Seddon,30,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q381307,Oscar Zariski,30,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q93592,Leo Kanner,28,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q123371,Hans Albert Einstein,28,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q557584,Mr. Freeze,28,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q865017,Mister Fantastic,28,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q92638,Robert Tarjan,27,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q454945,Charles Willson Peale,27,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q469371,Henry Heimlich,27,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q3118802,Robert Sapolsky,27,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q452116,Julia Hall Browman Robinson,26,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q588120,Robert Jarvik,25,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q957990,Josﾃｩ Horacio Gﾃｳmez,25,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q957990,Josﾃｩ Horacio Gﾃｳmez,25,http://www.wikidata.org/entity/Q96,Mexico
http://www.wikidata.org/entity/Q11964294,Cﾃｩcile La Grenade,24,http://www.wikidata.org/entity/Q769,Grenada
http://www.wikidata.org/entity/Q433337,Linda M. Godwin,24,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q449487,Florence R. Sabin,24,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q7332181,Ricardo Rossellﾃｳ,23,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q26763822,Eunice Newton Foote,23,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q983450,Siddhartha Mukherjee,22,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q272256,Virginia Henderson,21,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q469231,Dorothy Hansine Andersen,21,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q704639,Rodolfo Neri Vela,21,http://www.wikidata.org/entity/Q96,Mexico
http://www.wikidata.org/entity/Q710619,Judah Folkman,20,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q930425,Clay Shirky,20,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q572001,Charles David Keeling,19,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q722390,Karl Gordon Henize,19,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q918443,Geoffrey A. Landis,19,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q4961808,Brenﾃｩ Brown,19,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q731829,Christiaan Snouck Hurgronje,18,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q512902,William Bates,18,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q733410,Horace Wells,18,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q957250,Jerome Apt,18,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1248240,Thomas E. Starzl,18,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q2287724,Hugo Strange,18,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q764789,Gregory S. Paul,17,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q921450,Edward Lawry Norton,17,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1471053,Man-Bat,17,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q7237599,April O'Neil,17,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q24351146,Grigory Rodchenkov,17,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q215967,Salomon Bochner,16,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q459171,Judith Reisman,16,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q516774,Stuart Hameroff,16,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q706034,James Ewing,16,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q749845,Roger K. Crouch,16,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1068631,Cornelius Lanczos,16,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1073739,Susan Calvin,16,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1384803,Samuel T. Durrance,16,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q7499234,Shiva Ayyadurai,16,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q331497,Jack Parsons,15,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q827502,Bert Vogelstein,15,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1285436,Raymond E. Brown,15,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1677622,Jacob Perkins,15,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q4316384,Marcia Neugebauer,15,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q57915752,Gitanjali Rao,15,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q623624,T. Keith Glennan,14,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q978562,Frederick W. Leslie,14,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q984215,Alfred Blalock,14,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1385274,Ronald A. Parise,14,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1389687,Kenneth H. Cooper,14,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q2027658,Charles Sumner Tainter,14,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q2519257,Doctor Manhattan,14,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q2576702,Eobard Thawne,14,http://www.wikidata.org/entity/Q30,United States of America
