0,1,2
Algeria,9970000,Oum Walid
Angola,386000,PlatinaLine
Benin,243000,Blue Diamond
Botswana,234000,Shree craft place
Burkina Faso,190000,Droit Libre TV
Burundi,127000,Indundi TV
Cape Verde,1150000,ﾙ・Eﾙ・Eﾘｱﾙ・E CORV
Cameroon,524000,Displore
Central African Republic,74700,・Eｿ・E
Chad,26800,Sao Magazine TV
Comoros,145000,bioInternet
Republic of the Congo,554000,africanews (en francais)
Democratic Republic of the Congo,587000,Hamada number 1
Ivory Coast,1680000,video whatsapptube
Djibouti,63900,salsibiris1
Egypt,12600000,Mohamed Ramadan I ﾙ・Eﾘｭﾙ・Eﾘｯ ﾘｱﾙ・Eﾘｶﾘｧﾙ・E
Equatorial Guinea,72000,smey HH
Eritrea,150000,mursal
Eswatini,106000,DuncanJax
Ethiopia,594000,Arada Movies1
Gabon,329000,Direct Prod
Ghana,4150000,MotoGP
Guinea,125000,Banlieuz'Art Officiel
Guinea-Bissau,110000,Pablo Hasel
Kenya,2600000,Kenya CitizenTV
Lesotho,239000,giky[qglhc
Madagascar,86000,3GI
Malawi,269000,・E､ｫ・E､ｨ・E･ ・E､ｮ・E､ｨ・E･・E・E､ｰ・E､・E・E､・E・E､ｨ ・E､ｲ・E､ｾ・E､・E・E､ｵ A
Mali,309000,Iba One
Mauritania,336000,BellewarMedia - ﾘｨﾙ・Eﾙ・Eﾘｧﾘｱﾙ・Eﾙ・Eﾘｯﾙ・E
Mauritius,421000,Xorks TV 2
Mayotte,37000,Ivan Rivera Jaquez
Morocco,11000000,Saad Lamjarred - ﾘｳﾘｹﾘｯ ﾙ・Eﾙ・Eﾘｬﾘｱﾘｯ
Mozambique,163000,Miramar
Namibia,272000,Ocean Conservation Namibia
Niger,42300,Hiro GT
Nigeria,6750000,MarkAngelComedy
Reunion,390000,MrGreatStephen
Rwanda,380000,Kigali Today
Sao Tome & Principe,22200,ibrx
Senegal,1340000,Hussein and Zeinab
Seychelles,62000,rose pink
Sierra Leone,38000,BlackPearl
Somalia,752000,K'naan Warsame
South Africa,3250000,Die Antwoord
South Sudan,22100,One Love Music Station TV S.Sudan
St. Helena,183000,JoshRocksGuitarHero
Sudan,427000,ﾘｧﾙ・Eﾙ・Eﾙ・Eﾙ・Eﾘｬ ﾘｧﾙ・Eﾘｳﾙ・Eﾙ・Eﾙ・E ﾘｨﾘｧﾙ・Eﾘｳﾙ・Eﾘｯﾘｧﾙ・E
Tanzania,4160000,Diamond Platinumz
Gambia,566000,Cordylobia Anthropophaga
Togo,586000,Toofan
Tunisia,5410000,Elhiwar Ettounsi
Uganda,1400000,Eddy Kenzo
Western Sahara,167000,Piter Gaming
Zambia,1440000,Cartoon Club
Zimbabwe,333000,King Gryph
Libya,807000,Sofyan
Antarctica,12000,British Antarctic Survey
Afghanistan,855000,Muslim Speakers
Armenia,1560000,Arin ﾘ｣ﾘｱﾙ・Eﾙ・E
Azerbaijan,1330000,Uzeyir Mehdizade Official
Bahrain,3880000,ﾘｳﾘｨﾙ・Eﾙ・Eﾙ・E
Bangladesh,5770000,Eagle Music Video Station
Bhutan,116000,GnysBoy
British Indian Ocean Territory,66400,Cater the DBXYZ Maker
Brunei,227000,Animalife
Cambodia,4310000,Rasmey Hang Meas
China,12600000,・E・E・E・Eｭ・E・E・E・E Liziqi
Cyprus,68600000,5-Minute Crafts
Georgia,5340000,Guka Family Show
India,201000000,T-Series
Indonesia,25700000,AH
Iran,288000,PressTV
Iraq,15000000,ﾘｧﾙ・Eﾘｱﾙ・Eﾙ・Eﾘｧﾘｳ - AlRemas
Israel,532000,Inde Game
Japan,10400000,Junya.・E・E・E・E・E・E・E・E・E・E・E・E
Jordan,21100000,ﾙ・Eﾙ・Eﾘｧﾘｩ ﾘｷﾙ・Eﾙ・Eﾘｱ ﾘｧﾙ・Eﾘｬﾙ・Eﾘｩ - toyoraljanahtv
Kazakhstan,2290000,GAKKU TV
Kuwait,16800000,AboFlah
Kyrgyzstan,1130000,ﾐ｡ﾐｰﾐｽﾑ・E ﾐｯﾐｽﾑ・E
Laos,1010000,DJ Taiy Remix ・Eｺ・E・Eｺｵ・Eｻ・Eｺ・E ・Eｺ・E・Eｻ・E・Eｺｲ・Eｺ・E ・Eｺ｣ ・Eｦ
Lebanon,3660000,Nassif Zeytoun
Malaysia,14700000,Les' Copaque Production
Maldives,55000,Funny Face
Mongolia,903000,The HU
Myanmar,1320000,Mahar
Nepal,5230000,Music Nepal
North Korea,17500,DPRK Video Archive
Oman,2300000,ﾙ・Eﾘｱﾙ・Eﾘｩ ﾘｧﾙ・Eﾘｹﾘｬﾘｧﾘｦﾘｨ
Pakistan,23600000,ARY Digital
Palestinian Territories,7970000,Fozi Mozi
Philippines,29800000,ABS-CBNﾂEntertainment
Qatar,7180000,Al Jazeera Arabic ﾙ・Eﾙ・Eﾘｧﾘｩ ﾘｧﾙ・Eﾘｬﾘｲﾙ・Eﾘｱﾘｩ
Russia,86200000,・E・Eｿ Kids Diana Show
Saudi Arabia,18200000,mmoshaya
Singapore,6040000,・Eｦｮ・Eｦｾ・Eｦｯ・Eｦｼ・Eｦｾ・Eｦ・E・Eｦｾ・Eｦｲ
South Korea,71900000,BLACKPINK
Sri Lanka,2180000,Sri Lanka Cricket
Syria,3690000,Asala Nasri
Taiwan,3310000,・Eｾ､・EｺｺTGOP
Tajikistan,1210000,Ozodivideo
Thailand,30800000,WorkpointOfficial
Timor-Leste,127000,OECUSSE FURAK
Turkey,18500000,netd muezik
Turkmenistan,71600,Azatlyk Radiosy
United Arab Emirates,38000000,shfa
Uzbekistan,1910000,ZO'R TV
Vietnam,12600000,POPS Kids
Yemen,3090000,ﾘｵﾘｯﾘｧﾙ・E ﾘｧﾙ・Eﾘｹﾘｲﾙ・E
Oland Islands,152000,MoMo JJang ・Eｪｨ・Eｪｨ・Eｧｱ
Albania,3490000,Co Vines
Andorra,5800000,Tri-line
Austria,9630000,Red Bull
Belarus,23500000,A4
Belgium,9450000,Tomorrowland
Bosnia and Herzegovina,1650000,Omco
Bulgaria,2060000,PlanetaOfficial
Croatia,5330000,2CELLOS
Czech Republic,2770000,ViralBrothers
Denmark,6540000,Crainer
Estonia,3260000,FlyingKitty
Faroe Islands,152000,Eivor
Finland,7210000,Brawl Stars
France,15000000,SQUEEZIE
Germany,19200000,HaerteTest
Gibraltar,1580000,Jeracraft
Greece,2360000,Km Music
Guernsey,16000000,W2S
Hungary,2070000,R3D ONE Official
Iceland,1130000,KALEO
Ireland,26500000,jacksepticeye
Isle of Man,912000,PokerStars
Italy,9040000,Davie504
Jersey,294000,The Retro Future
Latvia,2020000,Little Movies - Games & Fun
Liechtenstein,76800,wnbSTARs
Lithuania,2340000,Maria OMG
Luxembourg,943000,AHMED KHALIFA
Malta,2770000,Grandayy
Moldova,1953000,GurinelTV
Monaco,1510000,Jon Olsson
Montenegro,646000,AdnanBro
Netherlands,27700000,Spinnin' Records
North Macedonia,504000,Overwatch Highlights
Norway,41000000,Alan Walker
Poland,4800000,Bazylland - Tractors & Excavators
Portugal,5040000,SirKazzio
Romania,6870000,Be Inspired
San Marino,51000,BlackJack997
Serbia,8380000,Life Hacks & Expirements
Slovakia,2770000,Peter PlutaX
Slovenia,4590000,TimKo Kid
Spain,38700000,ElrubiusOMG
Svalbard & Jan Mayen,56500,YouMeandmyMusic
Sweden,111000000,PewDiePie
Switzerland,8940000,FIFATV
Ukraine,40000000,Troom Troom
United Kingdom,50000000,Ed Sheeran
Vatican City,526000,Vatican News
Anguilla,222000,Iambrenedettoxvi
Antigua & Barbuda,1540000,Windies Cricket
Barbados,35400000,Rihanna
Belize,102000,510.technology
Bermuda,261000,GC SNOOKER
British Virgin Islands,1390000,Mercedes-Benz
Canada,57300000,Justin Bieber
Cayman Islands,74900,Cointelegraph
Costa Rica,2000000,La Habitacion Oscura
Cuba,739000,radiocfg
Dominica,70000,COSAS DE INGRID
Dominican Republic,5890000,Cartoon Studio
El Salvador,37900000,Fernanfloo
Greenland,2910000,Bernard Bear
Grenada,238000,Road Ready Mix
Guadeloupe,716000,CashMoneyAp
Guatemala,2110000,Jexs
Haiti,206000,Komedyen Lakay Official
Honduras,1470000,musicos Cinicos ・Eｯ・E
Jamaica,3370000,Sean Paul
Martinique,170000,JaniceBeauty
Mexico,50000000,Badabun
Montserrat,134000,For birds channel
Nicaragua,2780000,JR
Panama,6250000,Mimonona Stories
Puerto Rico,33000000,Daddy Yankee
Sint Maarten,70800,Sheguey Life
St. Kitts & Nevis,152000,CNNVIDS
St. Lucia,20300,GullyDan
St. Martin,70800,Sheguey Life
St. Pierre & Miquelon,82700,45RPMsingles
Bahamas,1360000,RainbowX
Trinidad & Tobago,472000,nikkyttlyricsworship
United States,124000000,Cocomelon
American Samoa,616000,DODO-G
Australia,17800000,Bounce Patrol - Kids Songs
Christmas Island,1570000,Oddly Satisfying Therapy
Cocos (Keeling) Islands,65800,The ASMR Circus
Cook Islands,123000,ﾐ｡ﾐｵﾐｼﾐｵﾐｹﾐｽﾐｾﾐｵ ﾐｴﾐｵﾐｻﾐｾ. ﾐ｡ﾑ・Eﾐｾﾐｻﾑ・Eﾑﾐｽﾐｰﾑ・E ﾐｼﾐｰﾑ・Eﾑ・Eﾐｵﾑﾑ・Eﾐｺﾐｰﾑ・E ﾐ・Eﾐ｣ﾐ・E
Fiji,92600,Chris JLove
French Polynesia,101000,NanoKarrin
Guam,62400,Aurora Forever
Kiribati,13600,kiri・Eｹuzik
Marshall Islands,6390,NexRMI
Micronesia,8640,Pohnpei Updater
Nauru,334,Digicel Nauru
New Caledonia,136000,Madafaka
New Zealand,5980000,McCreamy
Niue,101000,JerseySurvivor
Norfolk Island,144000,Play Mark
Northern Mariana Islands,146000,Bernice Shane Sabino
Palau,7200,Ongerung Kambes Kesolei
Papua New Guinea,115000,CHM Supersound
Samoa,63300,Dr. Rome Production Tama Ole Pouseilala
Solomon Islands,73400,Rebelle Inc
Tokelau,115000,Matthew Grant
Tonga,12700,Tonga Broadcasting Commission
Tuvalu,9700,MusicTuvalu
Vanuatu,79200,OnlyD@Best
Wallis & Futuna,166000,Axiore
Argentina,40400000,El Reino Infantil
Aruba,249000,ﾙ・Eﾙ・Eﾘｳ NMS
Bolivia,3080000,Fazio Apaza-MansOn
Brazil,63300000,Canal KondZilla
Chile,43100000,JuegaGerman
Colombia,32100000,Shakira
Curacao,90000,ﾐ､ﾐｰﾐｲﾐｾﾑﾐｸﾑ・EBet
Ecuador,12100000,Doc Tops
French Guiana,218000,picko Channel
Guyana,104000,KingSuperior
Paraguay,2270000,Hector19Aquino
Peru,13600000,ShidoryﾂDrawblogs
Suriname,148000,SRJ Musik
Uruguay,5610000,Dosogas
Venezuela,6140000,lunacreciente
Liberia,52800,Fantastic Force
